show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in
s4136,Movie,14 Minutes from Earth,"Adam Davis, Jerry Kolber, Trey Nelson, Erich Sturm",United States,2/1/2019,2016,TV-MA,84 min,Documentaries
s4137,Movie,Dear Ex,"Hsu Chih-yen, Mag Hsu",Taiwan,2/1/2019,2018,TV-MA,100 min,"Comedies, Dramas, International Movies"
s4139,Movie,Lego DC Comics: Batman Be-Leaguered,Rick Morales,United States,2/1/2019,2014,TV-Y7,22 min,Movies
s4140,Movie,LEGO Marvel Super Heroes: Black Panther,Michael D. Black,United States,2/1/2019,2018,TV-Y7,22 min,Children & Family Movies
s4186,Movie,Abducted in Plain Sight,Skye Borgman,United States,1/15/2019,2017,TV-14,90 min,Documentaries
s4154,Movie,Gabriel Fluffy Iglesias: One Show Fits All,Manny Rodriguez,United States,1/29/2019,2019,TV-14,91 min,Stand-Up Comedy
s4147,Movie,Velvet Buzzsaw,Dan Gilroy,United States,2/1/2019,2019,R,113 min,"Dramas, Thrillers"
s4148,Movie,Hantu Kak Limah,Mamat Khalid,Malaysia,1/31/2019,2018,TV-PG,110 min,"Comedies, Horror Movies, International Movies"
s4149,Movie,Love Off the Cuff,Pang Ho-cheung,China,1/31/2019,2017,TV-MA,120 min,"Comedies, Dramas, International Movies"
s4151,Movie,Maharaja: The Story of Ranjit Singh,Amarjit Virdi,Not Given,1/30/2019,2010,TV-14,56 min,"Dramas, International Movies"
s4152,Movie,Virsa,Pankaj Batra,India,1/30/2019,2010,TV-14,127 min,"Dramas, International Movies, Music & Musicals"
s4153,Movie,Bhasmasur,Nishil Sheth,India,1/29/2019,2017,TV-14,74 min,"Dramas, Independent Movies, International Movies"
s4155,Movie,High Society,Byun Hyuk,South Korea,1/29/2019,2018,TV-MA,137 min,"Dramas, International Movies"
s4156,Movie,Up Among  The Stars,Zoe Berriatúa,Spain,1/29/2019,2018,TV-MA,86 min,"Dramas, International Movies, Sci-Fi & Fantasy"
s4158,Movie,Habibie & Ainun,Faozan Rizal,Indonesia,1/28/2019,2012,TV-14,125 min,"Dramas, International Movies, Romantic Movies"
s4159,Movie,Nathicharami,Mansore,India,1/28/2019,2018,TV-MA,114 min,"Dramas, Independent Movies, International Movies"
s4160,Movie,Rudy Habibie,Hanung Bramantyo,Indonesia,1/28/2019,2016,TV-14,143 min,"Dramas, International Movies"
s4161,Movie,Surga Yang Tak Dirindukan,Kuntz Agus,Indonesia,1/28/2019,2015,TV-14,121 min,"Dramas, Faith & Spirituality, International Movies"
s4162,Movie,Surga Yang Tak Dirindukan 2,"Hanung Bramantyo, Meisa Felaroze",Indonesia,1/28/2019,2017,TV-14,119 min,"Dramas, Faith & Spirituality, International Movies"
s4157,Movie,Alt-Right: Age of Rage,Adam Bhala Lough,Not Given,1/28/2019,2018,TV-MA,106 min,Documentaries
s4165,Movie,Goyo: The Boy General,Jerrold Tarog,Philippines,1/26/2019,2018,TV-MA,150 min,"Dramas, International Movies"
s4166,Movie,Animas,"Laura Alvea, José Ortuño",Spain,1/25/2019,2018,TV-MA,88 min,"Horror Movies, International Movies"
s4170,Movie,Mi Obra Maestra,Gastón Duprat,Argentina,1/25/2019,2018,TV-MA,105 min,"Comedies, International Movies"
s4174,Movie,Just Love,"Andy Caballero, Diego Corsini",Argentina,1/24/2019,2018,TV-MA,96 min,"Dramas, International Movies, Music & Musicals"
s4175,TV Show,Innocent,Seren Yüce,Turkey,1/23/2019,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s4177,Movie,FYRE: The Greatest Party That Never Happened,Chris Smith,United States,1/18/2019,2019,TV-MA,98 min,Documentaries
s4178,Movie,IO,Jonathan Helpert,United States,1/18/2019,2019,TV-14,96 min,"Dramas, Sci-Fi & Fantasy"
s4181,Movie,Old Lord Savanna,André D'Elia,Brazil,1/18/2019,2018,TV-14,96 min,"Documentaries, International Movies"
s4182,Movie,Patria,Matías Gueilburt,Mexico,1/18/2019,2019,TV-MA,90 min,"Documentaries, International Movies"
s4183,Movie,Soni,Ivan Ayr,India,1/18/2019,2018,TV-MA,97 min,"Dramas, Independent Movies, International Movies"
s4187,Movie,"Abdullah, The Final Witness",Hashim Nadeem Khan,Pakistan,1/15/2019,2016,TV-14,88 min,"Dramas, International Movies"
s4189,Movie,Echcharikkai,Sarjun,India,1/15/2019,2018,TV-14,127 min,"International Movies, Thrillers"
s4191,Movie,Pandigai,Feroz,India,1/15/2019,2017,TV-MA,125 min,"Action & Adventure, Dramas, International Movies"
s4192,Movie,Pari,Syed Atif Ali,Pakistan,1/15/2019,2018,TV-14,116 min,"Horror Movies, International Movies"
s4193,Movie,Revenger,Lee Seung-won,South Korea,1/15/2019,2018,TV-MA,102 min,"Action & Adventure, International Movies"
s4194,Movie,Sebastian Maniscalco: Stay Hungry,Rik Reinholdtsen,United States,1/15/2019,2019,TV-MA,65 min,Stand-Up Comedy
s4195,Movie,The Doll,Rocky Soraya,Indonesia,1/15/2019,2016,TV-MA,106 min,"Horror Movies, International Movies"
s4196,Movie,The Doll 2,Rocky Soraya,Indonesia,1/15/2019,2017,TV-MA,117 min,"Horror Movies, International Movies"
s4198,Movie,Baazaar,Gauravv K Chawla,India,1/13/2019,2018,TV-MA,136 min,"Dramas, International Movies"
s4199,Movie,All of You,Dan Villegas,Philippines,1/11/2019,2017,TV-MA,104 min,"Comedies, Dramas, International Movies"
s4204,Movie,ReMastered: Massacre at the Stadium,Bent-Jorgen Perlmutt,United States,1/11/2019,2019,TV-MA,65 min,"Documentaries, Music & Musicals"
s4205,Movie,Solo,Hugo Stuven,Spain,1/11/2019,2018,TV-MA,91 min,"Dramas, Independent Movies, International Movies"
s4206,Movie,The Last Laugh,Greg Pritikin,United States,1/11/2019,2019,TV-MA,99 min,"Comedies, Dramas"
s4214,Movie,El Potro: Unstoppable,Lorena Munoz,Not Given,1/4/2019,2018,TV-MA,122 min,"Dramas, International Movies, Music & Musicals"
s4209,Movie,GODZILLA The Planet Eater,"Kobun Shizuno, Hiroyuki Seshita",Japan,1/9/2019,2018,TV-PG,91 min,"Action & Adventure, Anime Features, International Movies"
s4210,Movie,Next Enti?,Kunal Kohli,India,1/9/2019,2018,TV-14,117 min,"Comedies, Dramas, International Movies"
s4211,Movie,Komola Rocket,Noor Imran Mithu,Bangladesh,1/7/2019,2018,TV-14,95 min,"Dramas, Independent Movies, International Movies"
s4212,Movie,Nang Nak,Nonzee Nimibutr,Thailand,1/5/2019,1999,TV-MA,101 min,"Horror Movies, International Movies, Romantic Movies"
s4213,Movie,And Breathe Normally,Ísold Uggadóttir,Iceland,1/4/2019,2018,TV-14,102 min,"Dramas, Independent Movies, International Movies"
s4215,Movie,Lionheart,Genevieve Nnaji,Nigeria,1/4/2019,2018,TV-PG,95 min,"Comedies, Dramas, Independent Movies"
s4218,Movie,Monty Python and the Holy Grail,"Terry Gilliam, Terry Jones",United Kingdom,1/2/2019,1975,PG,92 min,"Action & Adventure, Classic Movies, Comedies"
s4220,Movie,Back to the 90s,Yanyong Kuruaungkoul,Thailand,1/1/2019,2015,TV-14,111 min,"Comedies, International Movies, Music & Musicals"
s4222,Movie,Merku Thodarchi Malai,Lenin Bharathi,India,1/1/2019,2018,TV-MA,115 min,"Dramas, Independent Movies, International Movies"
s4223,Movie,Moshe Kasher: Live in Oakland,Jay Chapman,United States,1/1/2019,2012,TV-MA,61 min,Stand-Up Comedy
s4224,Movie,Pokémon the Movie: I Choose You!,Kunihiko Yuyama,Japan,1/1/2019,2017,TV-Y7,97 min,"Anime Features, Children & Family Movies"
s4225,Movie,Puriyatha Puthir,Ranjit Jeyakodi,India,1/1/2019,2017,TV-MA,120 min,"International Movies, Thrillers"
s4226,Movie,Taramani,Ram,India,1/1/2019,2017,TV-MA,148 min,"Dramas, Independent Movies, International Movies"
s4243,Movie,Taylor Swift reputation Stadium Tour,Paul Dugdale,United Kingdom,12/31/2018,2018,TV-PG,125 min,Music & Musicals
s4235,Movie,Gina Yashere: Laughing to America,Paul M. Green,Not Given,12/31/2018,2013,TV-MA,68 min,Stand-Up Comedy
s4229,Movie,Whitney Cummings: Money Shot,John Fortenberry,United States,1/1/2019,2010,TV-MA,48 min,Stand-Up Comedy
s4230,Movie,Bill Hicks: One Night Stand,John Fortenberry,United Kingdom,12/31/2018,1991,TV-MA,28 min,Stand-Up Comedy
s4232,Movie,Bill Hicks: Relentless,Chris Bould,United Kingdom,12/31/2018,1992,TV-MA,61 min,Stand-Up Comedy
s4233,Movie,Bill Hicks: Revelations,Chris Bould,United Kingdom,12/31/2018,1993,TV-MA,56 min,Stand-Up Comedy
s4234,Movie,Bill Hicks: Sane Man,"Kevin Booth, David Johndrow",United States,12/31/2018,1989,TV-MA,81 min,Stand-Up Comedy
s4237,Movie,Mexicanos de Bronce,Julio Fernández Talamantes,Mexico,12/31/2018,2016,TV-MA,100 min,"Documentaries, International Movies, Music & Musicals"
s4238,Movie,Sam Kinison: Breaking the Rules,Walter C. Miller,United States,12/31/2018,1987,TV-MA,50 min,Stand-Up Comedy
s4239,Movie,Sam Kinison: Family Entertainment Hour,Walter C. Miller,United States,12/31/2018,1991,TV-MA,49 min,Stand-Up Comedy
s4240,Movie,Sam Kinison: Live in Vegas,Walter C. Miller,United States,12/31/2018,1991,TV-MA,71 min,Stand-Up Comedy
s4244,Movie,The Seven Deadly Sins the Movie: Prisoners of the Sky,Noriyuki Abe,Japan,12/31/2018,2018,TV-14,100 min,"Action & Adventure, Anime Features, International Movies"
s4245,Movie,Tim Allen: Men Are Pigs,Ellen Brown,United States,12/31/2018,1990,TV-MA,30 min,Stand-Up Comedy
s4247,Movie,Tim Minchin And The Heritage Orchestra Live,Matt Askem,United Kingdom,12/31/2018,2011,TV-MA,146 min,"Music & Musicals, Stand-Up Comedy"
s4248,Movie,Tim Minchin: So F**king Rock,Matt Askem,United Kingdom,12/31/2018,2008,TV-MA,127 min,"Music & Musicals, Stand-Up Comedy"
s4249,Movie,Todd Glass: Stand-Up Special,Jay Chapman,United States,12/31/2018,2012,TV-MA,46 min,Stand-Up Comedy
s4250,Movie,Tom Papa Live in New York City,Rob Zombie,United States,12/31/2018,2011,TV-14,57 min,Stand-Up Comedy
s4228,TV Show,Tidying Up with Marie Kondo,Not Given,United States,1/1/2019,2019,TV-PG,1 Season,Reality TV
s4253,Movie,A Twelve Year Night,Álvaro Brechner,Uruguay,12/28/2018,2018,TV-MA,122 min,"Dramas, International Movies"
s4256,Movie,Life Ki Toh Lag Gayi,Rakesh Mehta,India,12/28/2018,2012,TV-MA,109 min,"Action & Adventure, Comedies, Dramas"
s4260,Movie,When Angels Sleep,Gonzalo Bendala,Spain,12/28/2018,2018,TV-MA,96 min,"Dramas, International Movies, Thrillers"
s4263,TV Show,Watership Down,Noam Murro,United Kingdom,12/23/2018,2018,TV-PG,1 Season,"British TV Shows, International TV Shows, TV Action & Adventure"
s4259,Movie,The Birth Reborn 3,Eduardo Chauvet,Not Given,12/28/2018,2018,TV-14,73 min,"Documentaries, International Movies"
s4268,Movie,Bad Seeds,Kheiron,France,12/21/2018,2018,TV-MA,105 min,"Comedies, Dramas, International Movies"
s4269,Movie,Bird Box,Susanne Bier,United States,12/21/2018,2018,R,124 min,"Dramas, Sci-Fi & Fantasy, Thrillers"
s4276,Movie,Struggle: The Life and Lost Art of Szukalski,Irek Dobrowolski,Poland,12/21/2018,2018,TV-MA,105 min,Documentaries
s4278,Movie,23:59,Gilbert Chan,Singapore,12/20/2018,2011,R,78 min,"Horror Movies, International Movies"
s4279,Movie,Aggretsuko: We Wish You a Metal Christmas,Rarecho,Japan,12/20/2018,2018,TV-PG,22 min,Movies
s4281,Movie,Imperfect,Steve Cheng,Singapore,12/20/2018,2012,TV-MA,95 min,"Action & Adventure, International Movies"
s4282,Movie,Lang Tong,Sam Loh,Singapore,12/20/2018,2015,TV-MA,82 min,"International Movies, Thrillers"
s4283,Movie,Miss J Contemplates Her Choice,Jason Lai,Singapore,12/20/2018,2014,TV-MA,89 min,"Dramas, International Movies, Thrillers"
s4284,Movie,Ascharyachakit!,Samit Kakkad,India,12/19/2018,2018,TV-MA,90 min,"Dramas, Independent Movies, International Movies"
s4285,TV Show,Ellen DeGeneres: Relatable,"Joel Gallen, Tig Notaro",United States,12/18/2018,2018,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies"
s4286,Movie,Lilli,Prasobh Vijayan,India,12/17/2018,2018,TV-MA,85 min,"Dramas, Independent Movies, International Movies"
s4287,Movie,Prince of Peoria: A Christmas Moose Miracle,Jon Rosenbaum,United States,12/17/2018,2018,TV-G,29 min,"Children & Family Movies, Comedies"
s4288,Movie,Andhadhun,Sriram Raghavan,India,12/16/2018,2018,TV-14,137 min,"Comedies, Dramas, International Movies"
s4290,Movie,Dragons: Dawn of the Dragon Racers,"Elaine Bogan, John Sanford",United States,12/16/2018,2014,TV-PG,27 min,"Children & Family Movies, Comedies"
s4292,Movie,Kill the Messenger,Michael Cuesta,United States,12/16/2018,2014,R,112 min,"Dramas, Thrillers"
s4293,Movie,Maps to the Stars,David Cronenberg,Canada,12/16/2018,2014,R,112 min,"Comedies, Dramas"
s4294,Movie,Springsteen on Broadway,Thom Zimny,United States,12/16/2018,2018,TV-MA,153 min,Music & Musicals
s4295,Movie,The Theory of Everything,James Marsh,United Kingdom,12/16/2018,2014,PG-13,123 min,"Dramas, Romantic Movies"
s4296,Movie,F.R.E.D.I.,Sean Olson,United States,12/15/2018,2018,TV-PG,90 min,"Children & Family Movies, Sci-Fi & Fantasy"
s4298,Movie,Kita Kita,Sigrid Andrea Bernardo,Philippines,12/15/2018,2017,TV-14,84 min,"Comedies, Dramas, International Movies"
s4300,Movie,Once in a Lifetime Sessions with Kasabian,Matt Askem,United States,12/15/2018,2018,TV-MA,79 min,"Documentaries, Music & Musicals"
s4302,Movie,Once in a Lifetime Sessions with Snow Patrol,Matt Askem,United States,12/15/2018,2018,TV-MA,83 min,"Documentaries, Music & Musicals"
s4303,Movie,Sad Hill Unearthed,Guillermo de Oliveira,Spain,12/15/2018,2017,TV-14,83 min,"Documentaries, International Movies"
s4304,Movie,Vanjagar Ulagam,Manoj Beedha,India,12/15/2018,2018,TV-MA,145 min,"Dramas, International Movies, Thrillers"
s4307,Movie,ROMA,Alfonso Cuarón,Mexico,12/14/2018,2018,R,135 min,"Dramas, Independent Movies, International Movies"
s4323,Movie,ReMastered: Who Killed Jam Master Jay?,Brian Oakes,United States,12/7/2018,2018,TV-MA,59 min,"Documentaries, Music & Musicals"
s4326,Movie,RUSSELL BRAND: RE:BIRTH,Chris Howe,United Kingdom,12/4/2018,2018,TV-MA,63 min,Stand-Up Comedy
s4314,Movie,"Out of Many, One","John Hoffman, Nanfu Wang",United States,12/12/2018,2018,TV-PG,35 min,Documentaries
s4315,Movie,Vir Das: Losing It,Marcus Raboy,United States,12/11/2018,2018,TV-MA,68 min,Stand-Up Comedy
s4316,Movie,5 Star Christmas,Marco Risi,Italy,12/7/2018,2018,TV-14,96 min,"Comedies, International Movies"
s4319,Movie,Free Rein: The Twelve Neighs of Christmas,Marek Losey,Not Given,12/7/2018,2018,TV-G,58 min,"Children & Family Movies, Dramas"
s4318,Movie,Dumplin',Anne Fletcher,United States,12/7/2018,2018,PG-13,110 min,"Comedies, Dramas, Independent Movies"
s4320,Movie,Mowgli: Legend of the Jungle,Andy Serkis,United Kingdom,12/7/2018,2018,PG-13,105 min,"Action & Adventure, Children & Family Movies, Dramas"
s4324,Movie,Super Monsters and the Wish Star,Jacob Joice,Not Given,12/7/2018,2018,TV-Y,28 min,Children & Family Movies
s4322,TV Show,Pine Gap,Mat King,Australia,12/7/2018,2018,TV-MA,1 Season,"International TV Shows, TV Dramas"
s4325,Movie,The American Meme,Bert Marcus,United States,12/7/2018,2018,TV-MA,98 min,Documentaries
s4329,Movie,Teefa in Trouble,Ahsan Rahim,Pakistan,12/2/2018,2018,TV-14,155 min,"Action & Adventure, Comedies, International Movies"
s4330,Movie,A Beautiful Life,Andrew Lau Wai-Keung,China,12/1/2018,2011,TV-14,122 min,"Dramas, International Movies, Romantic Movies"
s4331,Movie,Accident,Cheang Pou Soi,Hong Kong,12/1/2018,2009,TV-MA,87 min,"International Movies, Thrillers"
s4332,Movie,"Ayotzinapa, el paso de la tortuga",Enrique García Meza,Mexico,12/1/2018,2018,TV-MA,73 min,"Documentaries, International Movies"
s4333,Movie,Battle,Katarina Launing,Norway,12/1/2018,2018,TV-MA,98 min,"Dramas, International Movies, Romantic Movies"
s4334,Movie,Blind Detective,Johnnie To,Hong Kong,12/1/2018,2013,TV-MA,130 min,"Action & Adventure, Comedies, International Movies"
s4335,Movie,Break Up 100,Lawrence Cheng,Hong Kong,12/1/2018,2014,TV-14,105 min,"Comedies, International Movies, Romantic Movies"
s4336,Movie,Chal Bhaag,Prakash Balwant Saini,India,12/1/2018,2014,TV-14,110 min,"Comedies, Dramas, International Movies"
s4337,Movie,Crossroads: One Two Jaga,Nam Ron,Malaysia,12/1/2018,2018,TV-14,81 min,"Dramas, International Movies"
s4338,Movie,Don't Go Breaking My Heart,Johnnie To,Hong Kong,12/1/2018,2011,TV-PG,115 min,"Comedies, International Movies, Romantic Movies"
s4339,Movie,Don't Go Breaking My Heart 2,Johnnie To,Hong Kong,12/1/2018,2014,TV-14,113 min,"Comedies, International Movies, Romantic Movies"
s4340,Movie,Faraar,Baljit Singh Deo,Australia,12/1/2018,2015,TV-14,146 min,"Action & Adventure, Dramas, International Movies"
s4342,Movie,Helios,"Leung Lok Man, Luk Kim-ching",Hong Kong,12/1/2018,2015,TV-14,118 min,"Action & Adventure, International Movies"
s4343,Movie,Line Walker,Jazz Boon,China,12/1/2018,2016,TV-MA,109 min,"Action & Adventure, Dramas, International Movies"
s4344,Movie,Look for a Star,Andrew Lau Wai-Keung,Hong Kong,12/1/2018,2009,TV-14,117 min,"Comedies, International Movies, Romantic Movies"
s4346,Movie,Once a Gangster,Felix Chong,Hong Kong,12/1/2018,2010,TV-MA,95 min,"Action & Adventure, Comedies, International Movies"
s4347,Movie,Power Paandi,Dhanush,India,12/1/2018,2017,TV-MA,124 min,"Dramas, Independent Movies, International Movies"
s4349,Movie,SDU: Sex Duties Unit,Gary Mak,Hong Kong,12/1/2018,2013,TV-MA,96 min,"Comedies, International Movies"
s4350,Movie,Set Off,Liu Jiang,China,12/1/2018,2008,TV-MA,96 min,"Dramas, International Movies"
s4352,Movie,A Christmas Prince: The Royal Wedding,John Schultz,United States,11/30/2018,2018,TV-PG,93 min,"Children & Family Movies, Dramas, Romantic Movies"
s4353,Movie,Angela's Christmas,Damien O’Connor,Ireland,11/30/2018,2018,TV-Y,30 min,Children & Family Movies
s4355,Movie,El club de los insomnes,"Joseduardo Giordano, Sergio Goyri Jr.",Mexico,11/30/2018,2018,TV-MA,82 min,"Dramas, International Movies"
s4356,Movie,Happy as Lazzaro,Alice Rohrwacher,Italy,11/30/2018,2018,PG-13,127 min,"Dramas, Independent Movies, International Movies"
s4358,Movie,Manto,Nandita Das,India,11/30/2018,2018,TV-MA,114 min,"Dramas, Independent Movies, International Movies"
s4359,Movie,Rajma Chawal,Leena Yadav,India,11/30/2018,2018,TV-MA,119 min,"Comedies, Dramas, International Movies"
s4361,Movie,The World Is Yours,Romain Gavras,France,11/30/2018,2018,TV-MA,101 min,"Action & Adventure, Comedies, International Movies"
s4362,Movie,Time Share,Sebastián Hofmann,Mexico,11/30/2018,2018,TV-MA,96 min,"Dramas, Independent Movies, International Movies"
s4365,Movie,My Little Pony Friendship Is Magic: Best Gift Ever,"Denny Lu, Mike Myhre",United States,11/25/2018,2018,TV-Y,44 min,Children & Family Movies
s4370,Movie,The Christmas Chronicles,Clay Kaytis,United States,11/22/2018,2018,TV-PG,104 min,"Children & Family Movies, Comedies"
s4371,Movie,The Tribe,Fernando Colomo,Spain,11/21/2018,2018,TV-MA,91 min,"Comedies, International Movies"
s4374,Movie,Puppy Star Christmas,Robert Vince,United States,11/20/2018,2018,PG,91 min,"Children & Family Movies, Comedies"
s4375,Movie,Sabrina,Rocky Soraya,Indonesia,11/20/2018,2018,TV-MA,114 min,"Horror Movies, International Movies"
s4376,Movie,Target,Raditya Dika,Indonesia,11/20/2018,2018,TV-14,91 min,"Comedies, Horror Movies, International Movies"
s4378,Movie,Trevor Noah: Son of Patricia,David Paul Meyer,United States,11/20/2018,2018,TV-MA,64 min,Stand-Up Comedy
s4379,Movie,The Pixar Story,Leslie Iwerks,United States,11/18/2018,2007,G,89 min,Documentaries
s4383,Movie,Cam,Daniel Goldhaber,United States,11/16/2018,2018,TV-MA,95 min,"Horror Movies, Independent Movies, Thrillers"
s4384,Movie,Nothing to Hide,Fred Cavayé,France,11/16/2018,2018,TV-MA,94 min,"Comedies, Dramas, International Movies"
s4386,Movie,The Ballad of Buster Scruggs,"Joel Coen, Ethan Coen",United States,11/16/2018,2018,R,133 min,"Comedies, Dramas"
s4389,Movie,Aalorukkam,V C Abhilash,India,11/15/2018,2018,TV-PG,122 min,"Dramas, Independent Movies, International Movies"
s4399,Movie,Loudon Wainwright III: Surviving Twin,Christopher Guest,United States,11/13/2018,2018,TV-14,92 min,Music & Musicals
s4391,Movie,Christmas Wedding Planner,Justin G. Dyck,Canada,11/15/2018,2017,PG,86 min,"Comedies, International Movies, Romantic Movies"
s4392,Movie,Halkaa,Nila Madhab Panda,India,11/15/2018,2018,TV-14,111 min,"Comedies, Dramas, Independent Movies"
s4393,Movie,May the Devil Take You,Timo Tjahjanto,Indonesia,11/15/2018,2018,TV-MA,111 min,"Horror Movies, International Movies"
s4394,Movie,Muzaffarnagar Baaqi Hai,Nakul Singh Sawhney,India,11/15/2018,2015,TV-MA,136 min,"Documentaries, International Movies"
s4395,Movie,Odu Raja Odu,"Nishanth Ravindaran, Jathin Sanker Raj",India,11/15/2018,2018,TV-14,121 min,"Comedies, Independent Movies, International Movies"
s4396,Movie,Savita Damodar Paranjpe,Swapna Waghmare Joshi,India,11/15/2018,2018,TV-14,119 min,"Horror Movies, International Movies"
s4397,Movie,The Giant,"Aitor Arregi, Jon Garaño",Spain,11/15/2018,2017,TV-14,115 min,"Dramas, International Movies"
s4398,Movie,BuyBust,Erik Matti,Philippines,11/13/2018,2018,TV-MA,128 min,"Action & Adventure, International Movies"
s4402,Movie,"All's Well, End's Well (2009)",Vincent Kok,Hong Kong,11/9/2018,2009,TV-14,99 min,"Comedies, International Movies, Romantic Movies"
s4403,Movie,Lommbock,Christian Zübert,Germany,11/9/2018,2017,TV-MA,106 min,"Comedies, International Movies"
s4405,Movie,Outlaw King,David Mackenzie,United Kingdom,11/9/2018,2018,R,122 min,"Action & Adventure, Dramas"
s4412,Movie,Bucket List,Tejas Prabha Vijay Deoskar,India,11/5/2018,2018,TV-14,129 min,"Dramas, International Movies"
s4415,Movie,Ana e Vitória,Matheus Souza,Brazil,11/2/2018,2018,TV-MA,116 min,"Comedies, International Movies, LGBTQ Movies"
s4417,Movie,ReMastered: Tricky Dick & The Man in Black,Sara Dosa,United States,11/2/2018,2018,TV-14,59 min,"Documentaries, Music & Musicals"
s4418,Movie,The Holiday Calendar,Bradley Walsh,United States,11/2/2018,2018,TV-G,95 min,"Dramas, Romantic Movies"
s4419,Movie,The Other Side of the Wind,Orson Welles,France,11/2/2018,2018,R,122 min,"Classic Movies, Dramas, Independent Movies"
s4420,Movie,They’ll Love Me When I’m Dead,Morgan Neville,United States,11/2/2018,2018,TV-MA,98 min,Documentaries
s4421,Movie,Aagey Se Right,Indrajit Nattoji,India,11/1/2018,2009,TV-14,117 min,"Comedies, International Movies, Music & Musicals"
s4422,Movie,Aamir,Raj Kumar Gupta,India,11/1/2018,2008,TV-14,95 min,"International Movies, Thrillers"
s4423,Movie,ABCD 2,Remo D'Souza,India,11/1/2018,2015,TV-14,146 min,"Dramas, International Movies, Music & Musicals"
s4424,Movie,ABCD: Any Body Can Dance,Remo D'Souza,India,11/1/2018,2013,TV-14,136 min,"Dramas, International Movies"
s4425,Movie,Arjun: The Warrior Prince,Arnab Chaudhuri,India,11/1/2018,2011,TV-14,91 min,"Action & Adventure, Dramas, International Movies"
s4426,Movie,Asees,Rana Ranbir,India,11/1/2018,2018,TV-14,123 min,"Dramas, International Movies, Music & Musicals"
s4427,Movie,Barfi!,Anurag Basu,India,11/1/2018,2012,TV-14,144 min,"Comedies, Dramas, International Movies"
s4428,Movie,Chance Pe Dance,Ken Ghosh,India,11/1/2018,2010,TV-14,121 min,"Comedies, Dramas, International Movies"
s4429,Movie,Christmas With A View,Justin G. Dyck,Canada,11/1/2018,2018,TV-PG,91 min,"International Movies, Romantic Movies"
s4430,Movie,Chup Chup Ke,"Priyadarshan, Kookie V. Gulati",India,11/1/2018,2006,TV-14,158 min,"Comedies, Dramas, International Movies"
s4432,Movie,Dhan Dhana Dhan Goal,Vivek Agnihotri,United Kingdom,11/1/2018,2007,TV-14,157 min,"Dramas, International Movies, Music & Musicals"
s4433,Movie,Dhoondte Reh Jaoge,Umesh Shukla,India,11/1/2018,2009,TV-14,124 min,"Comedies, International Movies, Music & Musicals"
s4434,Movie,Do Dooni Chaar,Habib Faisal,India,11/1/2018,2010,TV-PG,106 min,"Comedies, International Movies"
s4435,Movie,Edge of Fear,Bobby Roth,United States,11/1/2018,2018,TV-MA,92 min,"Independent Movies, Thrillers"
s4436,Movie,"Edmilson Filho: Notas, Comedy about Relationships",Halder Gomes,Brazil,11/1/2018,2017,TV-MA,80 min,Stand-Up Comedy
s4438,Movie,Gaddar: the Traitor,Amitoj Mann,India,11/1/2018,2015,TV-14,126 min,"Dramas, International Movies, Thrillers"
s4439,Movie,Ghanchakkar,Raj Kumar Gupta,India,11/1/2018,2013,TV-MA,129 min,"Comedies, International Movies, Thrillers"
s4440,Movie,Grandmaster,B. Unnikrishnan,India,11/1/2018,2012,TV-14,133 min,"International Movies, Thrillers"
s4441,Movie,Hattrick,Milan Luthria,India,11/1/2018,2007,TV-14,109 min,"Comedies, Dramas, International Movies"
s4442,Movie,Heroine,Madhur Bhandarkar,India,11/1/2018,2012,TV-MA,143 min,"Dramas, International Movies"
s4443,Movie,Himmatwala,Sajid Khan,India,11/1/2018,2013,TV-14,140 min,"Action & Adventure, Comedies, International Movies"
s4444,Movie,Husbands in Goa,Saji Surendran,India,11/1/2018,2012,TV-14,150 min,"Comedies, International Movies, Music & Musicals"
s4445,Movie,Jatts in Golmaal,Ksshitij Chaudhary,India,11/1/2018,2013,TV-PG,128 min,"Comedies, International Movies, Music & Musicals"
s4446,Movie,Kai Po Che!,Abhishek Kapoor,India,11/1/2018,2013,TV-MA,120 min,"Dramas, International Movies, Sports Movies"
s4447,Movie,Kalakalappu,Sundar C.,India,11/1/2018,2012,TV-14,154 min,"Comedies, International Movies, Music & Musicals"
s4448,Movie,Katt Williams: The Pimp Chronicles: Pt. 1,Gary Binkow,United States,11/1/2018,2006,TV-MA,45 min,Stand-Up Comedy
s4449,Movie,Katti Batti,Nikhil Advani,India,11/1/2018,2015,TV-14,132 min,"Comedies, Dramas, International Movies"
s4450,Movie,Life in a ... Metro,Anurag Basu,India,11/1/2018,2007,TV-14,126 min,"Dramas, International Movies, Music & Musicals"
s4451,Movie,Marc Maron: Thinky Pain,Lance Bangs,United States,11/1/2018,2013,TV-MA,95 min,Stand-Up Comedy
s4452,Movie,Mumbai Meri Jaan,Nishikant Kamat,India,11/1/2018,2008,TV-MA,135 min,"Dramas, International Movies"
s4453,Movie,Mundeyan Ton Bachke Rahin,Navinder Pal Singh,India,11/1/2018,2014,TV-14,139 min,"Comedies, International Movies, Music & Musicals"
s4454,Movie,No One Killed Jessica,Raj Kumar Gupta,India,11/1/2018,2011,TV-MA,131 min,"Dramas, International Movies"
